"","id","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","salary","age_cat"
"15766",15766,29,"Private",94892,"Some-college",10,"Married","Professional","Husband","White","Male",40," United-States",0,"cat_2"
"15767",15767,43,"Private",141858,"11th",7,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15768",15768,35,"Private",81232,"Bachelors",13,"Married","Sales","Husband","White","Male",50," United-States",1,"cat_3"
"15769",15769,48,"Private",114561,"Bachelors",13,"Not-Married","Professional","Other-relative","Asian-Pac-Islander","Female",36," Philippines",1,"cat_4"
"15770",15770,45,"Other-Govt",191776,"Masters",14,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_3"
"15771",15771,43,"Private",128354,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_3"
"15772",15772,27,"Private",37088,"9th",5,"Not-Married","Service","Own-child","White","Male",30," United-States",0,"cat_2"
"15773",15773,21,"Private",414812,"7th-8th",4,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"15775",15775,39,"Private",33983,"Some-college",10,"Married","Admin","Husband","White","Male",40," United-States",1,"cat_3"
"15776",15776,52,"Self-Employed",194995,"Bachelors",13,"Married","Sales","Husband","White","Male",55," United-States",1,"cat_4"
"15777",15777,41,"Self-Employed",73431,"Bachelors",13,"Widowed","Professional","Unmarried","White","Female",40," United-States",0,"cat_3"
"15778",15778,48,"Private",155664,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",70," United-States",1,"cat_4"
"15780",15780,53,"Other-Govt",281074,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15781",15781,33,"Other-Govt",248346,"Assoc-acdm",12,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_2"
"15782",15782,37,"Private",167482,"10th",6,"Not-Married","Blue-Collar","Own-child","White","Male",35," United-States",0,"cat_3"
"15784",15784,43,"Federal-Govt",211763,"Doctorate",16,"Not-Married","Professional","Unmarried","Black","Female",24," United-States",1,"cat_3"
"15785",15785,20,"Private",122166,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_1"
"15786",15786,47,"Private",370119,"Prof-school",15,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_4"
"15787",15787,36,"Self-Employed",138940,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",70," United-States",0,"cat_3"
"15788",15788,41,"Private",174575,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",45," United-States",1,"cat_3"
"15789",15789,67,"Private",101132,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_5"
"15790",15790,38,"Private",292307,"Bachelors",13,"Not-Married","Blue-Collar","Not-in-family","Black","Male",40," Dominican-Republic",0,"cat_3"
"15791",15791,47,"Self-Employed",248776,"Masters",14,"Not-Married","White-Collar","Not-in-family","Black","Male",25," United-States",0,"cat_4"
"15792",15792,39,"Private",314007,"Assoc-voc",11,"Married","Other-Occupations","Husband","White","Male",40," United-States",0,"cat_3"
"15793",15793,34,"Self-Employed",213226,"Bachelors",13,"Married","White-Collar","Husband","White","Male",35," ?",0,"cat_2"
"15794",15794,36,"Private",76845,"HS-grad",9,"Not-Married","Service","Own-child","Black","Male",35," United-States",0,"cat_3"
"15795",15795,24,"Private",148320,"Some-college",10,"Married","Admin","Husband","Black","Male",40," United-States",0,"cat_2"
"15796",15796,50,"Self-Employed",54261,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",84," United-States",0,"cat_4"
"15797",15797,21,"Private",223352,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",30," United-States",0,"cat_2"
"15798",15798,21,"Private",211013,"9th",5,"Not-Married","Service","Own-child","White","Female",50," Mexico",0,"cat_2"
"15799",15799,40,"Private",209833,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"15800",15800,19,"Private",356272,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",25," United-States",0,"cat_1"
"15801",15801,38,"Private",143538,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Female",40," United-States",0,"cat_3"
"15802",15802,34,"Private",242960,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_2"
"15803",15803,44,"Other-Govt",263871,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Male",50," United-States",0,"cat_3"
"15804",15804,20,"Private",151105,"Assoc-acdm",12,"Not-Married","Sales","Own-child","White","Female",25," United-States",0,"cat_1"
"15805",15805,44,"Private",207685,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Male",55," England",1,"cat_3"
"15806",15806,49,"Other-Govt",46537,"HS-grad",9,"Not-Married","Admin","Not-in-family","White","Female",10," United-States",0,"cat_4"
"15807",15807,45,"Self-Employed",84324,"Assoc-acdm",12,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_3"
"15808",15808,24,"Private",224716,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"15809",15809,34,"Private",186269,"HS-grad",9,"Not-Married","Admin","Own-child","White","Male",40," United-States",0,"cat_2"
"15810",15810,58,"Self-Employed",143731,"HS-grad",9,"Married","Sales","Husband","White","Male",72," United-States",1,"cat_4"
"15811",15811,39,"Private",236391,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_3"
"15812",15812,22,"Private",54560,"HS-grad",9,"Not-Married","Service","Own-child","White","Male",40," United-States",0,"cat_2"
"15813",15813,38,"Private",266325,"Bachelors",13,"Married","Professional","Wife","White","Female",32," United-States",1,"cat_3"
"15814",15814,32,"Federal-Govt",42900,"Prof-school",15,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_2"
"15815",15815,45,"Other-Govt",183710,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",48," United-States",0,"cat_3"
"15816",15816,23,"Private",278254,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",45," United-States",0,"cat_2"
"15817",15817,35,"Private",119992,"Assoc-acdm",12,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_3"
"15818",15818,52,"Private",284329,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",45," United-States",1,"cat_4"
"15819",15819,55,"Private",368727,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15820",15820,23,"Private",353696,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"15821",15821,22,"Private",31387,"Bachelors",13,"Married","Admin","Own-child","Amer-Indian-Eskimo","Female",25," United-States",0,"cat_2"
"15822",15822,27,"Private",110931,"HS-grad",9,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_2"
"15823",15823,24,"Private",169532,"Assoc-acdm",12,"Not-Married","Admin","Own-child","White","Female",15," United-States",0,"cat_2"
"15824",15824,21,"Private",285522,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15825",15825,49,"Private",198774,"Bachelors",13,"Not-Married","Sales","Other-relative","White","Female",35," United-States",0,"cat_4"
"15826",15826,32,"Private",123291,"12th",8,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"15827",15827,64,"Private",146110,"Some-college",10,"Widowed","Service","Unmarried","White","Female",24," United-States",0,"cat_4"
"15828",15828,37,"Self-Employed",29814,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","White","Male",50," United-States",0,"cat_3"
"15829",15829,61,"Private",195595,"7th-8th",4,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," Guatemala",0,"cat_4"
"15830",15830,44,"Private",92649,"HS-grad",9,"Married","Blue-Collar","Wife","White","Female",40," United-States",1,"cat_3"
"15831",15831,53,"Private",290688,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",52," United-States",1,"cat_4"
"15832",15832,43,"Private",427382,"Masters",14,"Not-Married","Professional","Not-in-family","White","Male",50," United-States",1,"cat_3"
"15833",15833,60,"Other-Govt",234854,"Doctorate",16,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_4"
"15834",15834,23,"Private",276568,"Some-college",10,"Not-Married","Sales","Own-child","White","Female",40," United-States",0,"cat_2"
"15835",15835,25,"Private",250038,"Masters",14,"Married","Blue-Collar","Not-in-family","White","Male",40," Mexico",0,"cat_2"
"15836",15836,29,"Private",150861,"HS-grad",9,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"15837",15837,51,"Private",87205,"Bachelors",13,"Not-Married","Professional","Unmarried","White","Female",55," England",0,"cat_4"
"15838",15838,47,"Private",343579,"1st-4th",2,"Not-Married","Blue-Collar","Not-in-family","White","Male",12," Mexico",0,"cat_4"
"15839",15839,20,"Private",94401,"HS-grad",9,"Not-Married","White-Collar","Unmarried","White","Female",40," United-States",0,"cat_1"
"15840",15840,25,"Private",120238,"11th",7,"Married","Blue-Collar","Husband","White","Male",40," Poland",1,"cat_2"
"15841",15841,27,"Private",205440,"10th",6,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"15842",15842,23,"Private",198996,"HS-grad",9,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"15843",15843,18,"Private",294253,"HS-grad",9,"Not-Married","Service","Own-child","White","Female",27," United-States",0,"cat_1"
"15844",15844,23,"Private",256628,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",32," United-States",0,"cat_2"
"15845",15845,59,"Self-Employed",223131,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Male",60," United-States",0,"cat_4"
"15846",15846,46,"Private",207301,"HS-grad",9,"Not-Married","Admin","Not-in-family","White","Female",37," United-States",0,"cat_4"
"15848",15848,46,"Other-Govt",125457,"Masters",14,"Married","Professional","Husband","Black","Male",38," United-States",1,"cat_4"
"15849",15849,36,"Other-Govt",212856,"11th",7,"Not-Married","Service","Unmarried","White","Female",23," United-States",0,"cat_3"
"15850",15850,44,"Private",197389,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","White","Female",40," United-States",0,"cat_3"
"15851",15851,17,"Private",73338,"11th",7,"Not-Married","Sales","Own-child","White","Male",20," United-States",0,"cat_1"
"15852",15852,27,"Private",68037,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Male",45," United-States",0,"cat_2"
"15853",15853,32,"Private",185027,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_2"
"15854",15854,53,"Private",107123,"HS-grad",9,"Not-Married","Service","Not-in-family","Black","Male",40," United-States",0,"cat_4"
"15855",15855,22,"Private",109482,"Some-college",10,"Not-Married","Professional","Own-child","White","Male",98," United-States",0,"cat_2"
"15856",15856,30,"Private",174543,"Assoc-acdm",12,"Not-Married","Professional","Own-child","White","Female",40," United-States",0,"cat_2"
"15857",15857,47,"Self-Employed",208407,"Bachelors",13,"Married","Professional","Husband","White","Male",30," United-States",0,"cat_4"
"15858",15858,68,"Self-Employed",211584,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_5"
"15859",15859,39,"Private",108540,"HS-grad",9,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_3"
"15860",15860,22,"Private",202416,"Bachelors",13,"Not-Married","Admin","Own-child","White","Female",40," United-States",0,"cat_2"
"15862",15862,20,"Private",176178,"HS-grad",9,"Not-Married","Sales","Own-child","White","Female",35," United-States",0,"cat_1"
"15863",15863,21,"Private",265148,"HS-grad",9,"Not-Married","Blue-Collar","Other-relative","White","Male",38," Jamaica",0,"cat_2"
"15864",15864,34,"Private",220631,"Assoc-voc",11,"Not-Married","Service","Not-in-family","White","Male",50," ?",0,"cat_2"
"15865",15865,30,"Self-Employed",303692,"HS-grad",9,"Married","White-Collar","Husband","White","Male",75," United-States",0,"cat_2"
"15866",15866,25,"Private",135845,"Some-college",10,"Not-Married","Admin","Own-child","White","Female",40," United-States",0,"cat_2"
"15867",15867,23,"Other-Govt",199915,"HS-grad",9,"Not-Married","Service","Own-child","White","Female",21," United-States",0,"cat_2"
"15868",15868,40,"Other-Govt",150533,"Bachelors",13,"Married","Professional","Other-relative","White","Male",40," United-States",0,"cat_3"
"15869",15869,26,"Federal-Govt",85482,"HS-grad",9,"Not-Married","Admin","Not-in-family","Asian-Pac-Islander","Male",40," United-States",0,"cat_2"
"15870",15870,57,"Self-Employed",24473,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"15871",15871,36,"Private",272944,"Assoc-voc",11,"Married","White-Collar","Husband","White","Male",60," United-States",1,"cat_3"
"15873",15873,49,"Other-Govt",194895,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15874",15874,58,"Private",314153,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"15875",15875,32,"Private",176253,"Some-college",10,"Not-Married","White-Collar","Not-in-family","Black","Male",40," United-States",0,"cat_2"
"15876",15876,59,"Private",113959,"HS-grad",9,"Married","Admin","Husband","White","Male",45," United-States",1,"cat_4"
"15877",15877,42,"Other-Govt",167581,"Bachelors",13,"Not-Married","Admin","Other-relative","White","Female",40," United-States",0,"cat_3"
"15878",15878,37,"Private",79586,"Bachelors",13,"Married","White-Collar","Husband","Asian-Pac-Islander","Male",40," Iran",0,"cat_3"
"15879",15879,40,"Private",166662,"Prof-school",15,"Married","Professional","Husband","White","Male",45," United-States",1,"cat_3"
"15880",15880,47,"Private",72896,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"15881",15881,56,"Private",345730,"Bachelors",13,"Married","Professional","Husband","White","Male",45," United-States",1,"cat_4"
"15882",15882,30,"Private",302473,"HS-grad",9,"Not-Married","Admin","Own-child","White","Female",40," United-States",0,"cat_2"
"15883",15883,42,"Private",42346,"HS-grad",9,"Widowed","White-Collar","Not-in-family","Black","Female",35," United-States",0,"cat_3"
"15884",15884,21,"Private",243921,"HS-grad",9,"Not-Married","Service","Own-child","White","Male",40," United-States",0,"cat_2"
"15885",15885,21,"Private",131620,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Female",40," Dominican-Republic",0,"cat_2"
"15886",15886,47,"Private",158924,"HS-grad",9,"Married","Other-Occupations","Wife","White","Female",40," United-States",0,"cat_4"
"15887",15887,22,"Self-Employed",32921,"Some-college",10,"Not-Married","Blue-Collar","Own-child","White","Male",20," United-States",0,"cat_2"
"15888",15888,35,"Private",252897,"Assoc-acdm",12,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",1,"cat_3"
"15889",15889,41,"Private",155657,"11th",7,"Not-Married","Blue-Collar","Other-relative","Black","Female",40," United-States",0,"cat_3"
"15890",15890,43,"Federal-Govt",155106,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",53," United-States",0,"cat_3"
"15891",15891,60,"Private",82775,"Some-college",10,"Married","Sales","Husband","White","Male",55," United-States",0,"cat_4"
"15892",15892,73,"Private",26248,"7th-8th",4,"Married","Sales","Husband","White","Male",30," United-States",1,"cat_5"
"15893",15893,90,"Private",88991,"Bachelors",13,"Married","White-Collar","Wife","White","Female",40," England",1,"cat_5"
